Id,Prediction
r4292_c527,3.0
r4453_c527,3.0
r4606_c527,3.0
r4608_c527,3.0
r4896_c527,3.0
r5091_c527,3.0
r5107_c527,5.0
r5513_c527,2.0
r5634_c527,4.0
r5931_c527,5.0
r6094_c527,3.0
r6185_c527,5.0
r6258_c527,2.0
r6337_c527,4.0
r6504_c527,3.0
r6557_c527,3.0
r6584_c527,2.0
r6639_c527,3.0
r6654_c527,4.0
r6815_c527,3.0
r6821_c527,5.0
r7085_c527,5.0
r7143_c527,3.0
r7536_c527,4.0
r7562_c527,5.0
r7638_c527,1.0
r7656_c527,3.0
r7713_c527,5.0
r7781_c527,3.0
r7983_c527,1.0
r8115_c527,2.0
r8147_c527,4.0
r8173_c527,3.0
r8327_c527,5.0
r8393_c527,4.0
r8446_c527,2.0
r8491_c527,2.0
r8658_c527,4.0
r8735_c527,3.0
r8835_c527,4.0
r9081_c527,2.0
r9304_c527,5.0
r9329_c527,4.0
r9353_c527,3.0
r9414_c527,5.0
r9420_c527,3.0
r9442_c527,1.0
r9490_c527,4.0
r9493_c527,5.0
r9540_c527,5.0
r9548_c527,3.0
r9595_c527,4.0
r9597_c527,4.0
r9759_c527,5.0
r9801_c527,4.0
r9838_c527,3.0
r641_c528,3.0
r786_c528,5.0
r1214_c528,2.0
r1403_c528,5.0
r1966_c528,4.0
r2327_c528,4.0
r2355_c528,4.0
r3076_c528,2.0
r3168_c528,4.0
r3319_c528,2.0
r3985_c528,4.0
r4115_c528,4.0
r4132_c528,3.0
r4242_c528,4.0
r4606_c528,4.0
r5753_c528,3.0
r6094_c528,2.0
r6370_c528,1.0
r6689_c528,4.0
r8112_c528,4.0
r8878_c528,5.0
r9015_c528,3.0
r9122_c528,3.0
r9130_c528,2.0
r9304_c528,3.0
r9941_c528,5.0
r95_c529,5.0
r230_c529,5.0
r302_c529,4.0
r641_c529,2.0
r1247_c529,3.0
r1385_c529,3.0
r1987_c529,5.0
r2143_c529,4.0
r3257_c529,5.0
r3944_c529,5.0
r4190_c529,3.0
r4299_c529,5.0
r5520_c529,5.0
r5813_c529,5.0
r6352_c529,4.0
r6778_c529,5.0
r7176_c529,5.0
r7709_c529,5.0
r7715_c529,3.0
r7949_c529,3.0
r8029_c529,5.0
r8720_c529,4.0
r9042_c529,5.0
r9153_c529,5.0
r9303_c529,4.0
r9543_c529,5.0
r154_c530,5.0
r225_c530,3.0
r267_c530,3.0
r441_c530,3.0
r731_c530,4.0
r1206_c530,5.0
r1435_c530,3.0
r1690_c530,5.0
r2097_c530,5.0
r2528_c530,3.0
r2635_c530,5.0
r2816_c530,5.0
r3549_c530,4.0
r4566_c530,5.0
r5906_c530,3.0
r6250_c530,4.0
r6256_c530,5.0
r6299_c530,4.0
r6747_c530,4.0
r7190_c530,4.0
r7227_c530,4.0
r7301_c530,5.0
r7307_c530,4.0
r7724_c530,4.0
r7811_c530,4.0
r8434_c530,4.0
r8648_c530,3.0
r8856_c530,5.0
r9173_c530,3.0
r9353_c530,5.0
r9477_c530,5.0
r3290_c531,1.0
r5913_c531,3.0
r3246_c532,1.0
r5831_c532,3.0
r6322_c532,3.0
r7764_c532,3.0
r7962_c532,4.0
r310_c533,3.0
r867_c533,3.0
r1118_c533,3.0
r1127_c533,3.0
r1500_c533,3.0
r1787_c533,4.0
r2067_c533,3.0
r2183_c533,3.0
r2189_c533,4.0
r2506_c533,2.0
r2716_c533,5.0
r3313_c533,3.0
r3581_c533,3.0
r3648_c533,2.0
r3822_c533,5.0
r4043_c533,3.0
r4288_c533,3.0
r5222_c533,3.0
r5555_c533,5.0
r5678_c533,3.0
r5919_c533,2.0
r6004_c533,1.0
r6191_c533,4.0
r6256_c533,3.0
r6259_c533,4.0
r6353_c533,4.0
r6379_c533,2.0
r6614_c533,4.0
r6793_c533,2.0
r7275_c533,4.0
r7291_c533,3.0
r7764_c533,2.0
r7899_c533,2.0
r7900_c533,3.0
r8057_c533,5.0
r8372_c533,4.0
r8451_c533,3.0
r8465_c533,3.0
r8949_c533,3.0
r9182_c533,4.0
r9302_c533,5.0
r9340_c533,1.0
r9434_c533,4.0
r9457_c533,5.0
r9833_c533,3.0
r97_c534,5.0
r167_c534,4.0
r200_c534,4.0
r267_c534,4.0
r378_c534,5.0
r416_c534,5.0
r485_c534,5.0
r507_c534,5.0
r573_c534,5.0
r635_c534,5.0
r672_c534,5.0
r803_c534,3.0
r950_c534,5.0
r959_c534,5.0
r964_c534,4.0
r1010_c534,3.0
r1051_c534,3.0
r1090_c534,2.0
r1171_c534,5.0
r1351_c534,4.0
r1397_c534,5.0
r1562_c534,3.0
r1632_c534,5.0
r1652_c534,5.0
r1655_c534,4.0
r1742_c534,5.0
r1784_c534,4.0
r1791_c534,4.0
r1893_c534,5.0
r1915_c534,5.0
r1921_c534,5.0
r1941_c534,4.0
r2006_c534,5.0
r2055_c534,4.0
r2071_c534,4.0
r2147_c534,5.0
r2164_c534,5.0
r2258_c534,1.0
r2336_c534,4.0
r2369_c534,5.0
r2395_c534,5.0
r2400_c534,5.0
r2412_c534,5.0
r2415_c534,4.0
r2459_c534,3.0
r2504_c534,4.0
r2572_c534,4.0
r2585_c534,2.0
r2665_c534,5.0
r2684_c534,2.0
r2732_c534,4.0
r2741_c534,4.0
r2777_c534,5.0
r2857_c534,5.0
r2858_c534,5.0
r2900_c534,5.0
r3061_c534,4.0
r3070_c534,5.0
r3165_c534,2.0
r3219_c534,4.0
r3309_c534,5.0
r3359_c534,5.0
r3369_c534,5.0
r3425_c534,5.0
r3442_c534,4.0
r3450_c534,4.0
r3495_c534,1.0
r3571_c534,5.0
r3670_c534,5.0
r3685_c534,5.0
r3705_c534,3.0
r3828_c534,5.0
r3845_c534,5.0
r3849_c534,4.0
r4019_c534,3.0
r4119_c534,5.0
r4129_c534,5.0
r4145_c534,5.0
r4284_c534,5.0
r4328_c534,5.0
r4334_c534,5.0
r4343_c534,4.0
r4353_c534,3.0
r4360_c534,5.0
r4376_c534,5.0
r4524_c534,4.0
r4546_c534,3.0
r4594_c534,5.0
r4671_c534,5.0
r4711_c534,5.0
r4756_c534,5.0
r4775_c534,3.0
r4799_c534,3.0
r4802_c534,5.0
r5110_c534,5.0
r5336_c534,5.0
r5363_c534,5.0
r5395_c534,5.0
r5403_c534,4.0
r5432_c534,5.0
r5515_c534,5.0
r5554_c534,5.0
r5560_c534,5.0
r5606_c534,3.0
r5647_c534,4.0
r5748_c534,5.0
r5853_c534,4.0
r5864_c534,5.0
r5910_c534,4.0
r6061_c534,4.0
r6172_c534,5.0
r6185_c534,3.0
r6208_c534,5.0
r6298_c534,5.0
r6410_c534,4.0
r6476_c534,3.0
r6483_c534,3.0
r6552_c534,5.0
r6558_c534,3.0
r6655_c534,4.0
r6664_c534,5.0
r6785_c534,5.0
r6805_c534,5.0
r6892_c534,4.0
r6933_c534,5.0
r7001_c534,4.0
r7007_c534,5.0
r7072_c534,1.0
r7074_c534,5.0
r7181_c534,5.0
r7214_c534,3.0
r7234_c534,5.0
r7240_c534,5.0
r7265_c534,5.0
r7318_c534,5.0
r7357_c534,5.0
r7465_c534,5.0
r7572_c534,5.0
r7581_c534,5.0
r7608_c534,5.0
r7623_c534,5.0
r7629_c534,4.0
r7630_c534,4.0
r7654_c534,5.0
r7693_c534,4.0
r7729_c534,5.0
r7754_c534,3.0
r7767_c534,5.0
r7778_c534,4.0
r7897_c534,3.0
r8016_c534,5.0
r8060_c534,5.0
r8065_c534,3.0
r8113_c534,5.0
r8152_c534,5.0
r8165_c534,5.0
r8343_c534,5.0
r8355_c534,5.0
r8466_c534,4.0
r8537_c534,5.0
r8545_c534,5.0
r8554_c534,5.0
r8592_c534,2.0
r8791_c534,5.0
r8819_c534,3.0
r8830_c534,5.0
r8834_c534,5.0
r8931_c534,4.0
r8940_c534,4.0
r8950_c534,4.0
r8983_c534,5.0
r9022_c534,3.0
r9033_c534,5.0
r9118_c534,5.0
r9226_c534,5.0
r9273_c534,5.0
r9384_c534,5.0
r9418_c534,5.0
r9448_c534,5.0
r9552_c534,5.0
r9588_c534,5.0
r9599_c534,5.0
r9781_c534,3.0
r9836_c534,5.0
r9940_c534,5.0
r9951_c534,5.0
r9986_c534,5.0
r5192_c535,5.0
r5633_c535,4.0
r8565_c535,3.0
r11_c536,5.0
r50_c536,5.0
r146_c536,4.0
r248_c536,3.0
r372_c536,3.0
r382_c536,4.0
r753_c536,3.0
r851_c536,4.0
r867_c536,4.0
r919_c536,4.0
r1087_c536,5.0
r1133_c536,3.0
r1265_c536,5.0
r1333_c536,1.0
r1414_c536,4.0
r1453_c536,3.0
r1454_c536,3.0
r1490_c536,2.0
r1608_c536,5.0
r1685_c536,3.0
r1947_c536,4.0
r2178_c536,3.0
r2220_c536,4.0
r2299_c536,2.0
r2408_c536,4.0
r2481_c536,3.0
r2551_c536,5.0
r2871_c536,2.0
r3210_c536,5.0
r3254_c536,4.0
r3418_c536,5.0
r3419_c536,5.0
r3476_c536,4.0
r3575_c536,4.0
r3638_c536,3.0
r3672_c536,4.0
r3736_c536,3.0
r3798_c536,4.0
r3846_c536,4.0
r3872_c536,5.0
r3911_c536,5.0
r3997_c536,4.0
r4518_c536,5.0
r4744_c536,4.0
r4998_c536,3.0
r5082_c536,4.0
r5174_c536,3.0
r5276_c536,4.0
r5323_c536,5.0
r5402_c536,4.0
r5450_c536,5.0
r5502_c536,5.0
r5545_c536,4.0
r5966_c536,5.0
r6000_c536,4.0
r6003_c536,3.0
r6062_c536,4.0
r6113_c536,3.0
r6193_c536,4.0
r6221_c536,5.0
r6227_c536,5.0
r6389_c536,3.0
r6402_c536,5.0
r6404_c536,3.0
r6455_c536,3.0
r6499_c536,5.0
r6501_c536,2.0
r6606_c536,4.0
r6723_c536,5.0
r6728_c536,3.0
r6769_c536,5.0
r7199_c536,4.0
r7202_c536,5.0
r7248_c536,3.0
r7331_c536,4.0
r7431_c536,4.0
r7489_c536,4.0
r7588_c536,5.0
r7640_c536,4.0
r7706_c536,5.0
r7789_c536,1.0
r7802_c536,3.0
r7840_c536,3.0
r7885_c536,4.0
r8015_c536,5.0
r8223_c536,4.0
r8247_c536,4.0
r8255_c536,5.0
r8374_c536,3.0
r8477_c536,3.0
r8558_c536,3.0
r8602_c536,4.0
r8704_c536,5.0
r8729_c536,5.0
r8907_c536,4.0
r8916_c536,3.0
r8977_c536,3.0
r9015_c536,4.0
r9406_c536,4.0
r9503_c536,4.0
r9738_c536,3.0
r9875_c536,4.0
r135_c537,3.0
r1569_c537,2.0
r2085_c537,4.0
r2262_c537,2.0
r3667_c537,4.0
r3896_c537,3.0
r4731_c537,2.0
r4862_c537,4.0
r5815_c537,3.0
r6330_c537,4.0
r6608_c537,2.0
r7008_c537,3.0
r7069_c537,5.0
r7551_c537,3.0
r8990_c537,1.0
r9349_c537,5.0
r9385_c537,3.0
r9527_c537,2.0
r9743_c537,5.0
r396_c538,3.0
r742_c538,5.0
r747_c538,4.0
r844_c538,5.0
r942_c538,4.0
r1732_c538,4.0
r2364_c538,3.0
r2610_c538,3.0
r3029_c538,5.0
r3221_c538,5.0
r3359_c538,3.0
r3376_c538,5.0
r3610_c538,3.0
r3719_c538,4.0
r3895_c538,2.0
r5017_c538,3.0
r5036_c538,3.0
r5163_c538,4.0
r5416_c538,5.0
r5926_c538,3.0
r6481_c538,3.0
r7164_c538,3.0
r7371_c538,4.0
r7401_c538,3.0
r7530_c538,4.0
r7678_c538,4.0
r7747_c538,3.0
r8221_c538,3.0
r8399_c538,3.0
r8566_c538,4.0
r9423_c538,4.0
r9872_c538,2.0
r2066_c539,4.0
r3077_c539,3.0
r3939_c539,3.0
r4105_c539,3.0
r4227_c539,4.0
r4273_c539,2.0
r4395_c539,3.0
r5236_c539,3.0
r5470_c539,3.0
r5813_c539,2.0
r6334_c539,3.0
r120_c540,3.0
r981_c540,3.0
r2095_c540,3.0
r6269_c540,5.0
r586_c541,3.0
r1493_c541,3.0
r1832_c541,5.0
r1935_c541,2.0
r2449_c541,2.0
r2494_c541,3.0
r2812_c541,4.0
r3156_c541,2.0
r5025_c541,3.0
r6322_c541,5.0
r7190_c541,1.0
r8816_c541,1.0
r8822_c541,4.0
r8985_c541,3.0
r9682_c541,3.0
r9707_c541,2.0
r9879_c541,2.0
r580_c542,4.0
r719_c542,5.0
r1145_c542,4.0
r1433_c542,4.0
r2002_c542,3.0
r2682_c542,4.0
r2790_c542,1.0
r3314_c542,3.0
r3760_c542,2.0
r4167_c542,3.0
r4472_c542,5.0
r5107_c542,5.0
r5527_c542,3.0
r5555_c542,2.0
r5587_c542,3.0
r5779_c542,3.0
r5932_c542,3.0
r6840_c542,2.0
r7145_c542,4.0
r7485_c542,4.0
r7593_c542,4.0
r7680_c542,3.0
r7962_c542,3.0
r8012_c542,3.0
r8259_c542,4.0
r8458_c542,3.0
r8840_c542,3.0
r9130_c542,1.0
r9385_c542,4.0
r9746_c542,3.0
r97_c543,5.0
r647_c543,4.0
r712_c543,3.0
r787_c543,3.0
r2071_c543,4.0
r2279_c543,3.0
r2338_c543,5.0
r2479_c543,4.0
r2877_c543,5.0
r2906_c543,4.0
r2967_c543,3.0
r2975_c543,4.0
r3479_c543,3.0
r3549_c543,4.0
r3763_c543,4.0
r3955_c543,4.0
r4012_c543,3.0
r4123_c543,4.0
r4443_c543,4.0
r4735_c543,5.0
r4996_c543,3.0
r5572_c543,5.0
r5672_c543,3.0
r6433_c543,3.0
r6469_c543,4.0
r6729_c543,3.0
r6777_c543,2.0
r7226_c543,2.0
r8049_c543,4.0
r8276_c543,4.0
r8372_c543,3.0
r8462_c543,3.0
r8521_c543,4.0
r8607_c543,4.0
r8618_c543,4.0
r9043_c543,3.0
r9470_c543,5.0
r9713_c543,4.0
r9817_c543,5.0
r9951_c543,2.0
r78_c544,3.0
r815_c544,3.0
r1140_c544,4.0
r1508_c544,3.0
r1601_c544,5.0
r1690_c544,5.0
r1895_c544,3.0
r1899_c544,4.0
r2014_c544,4.0
r2546_c544,3.0
r2724_c544,4.0
r3098_c544,3.0
r3231_c544,5.0
r3262_c544,3.0
r3343_c544,4.0
r3358_c544,4.0
r3580_c544,2.0
r3739_c544,3.0
r3799_c544,5.0
r3838_c544,4.0
r4117_c544,3.0
r4264_c544,3.0
r4379_c544,4.0
r4490_c544,5.0
r4882_c544,2.0
r5197_c544,5.0
r5331_c544,5.0
r5596_c544,4.0
r5787_c544,4.0
r5806_c544,5.0
r6046_c544,3.0
r6210_c544,5.0
r6475_c544,5.0
r6572_c544,3.0
r7045_c544,4.0
r7558_c544,4.0
r7674_c544,5.0
r8522_c544,3.0
r8600_c544,4.0
r9361_c544,3.0
r9500_c544,4.0
r9502_c544,4.0
r9625_c544,2.0
r9906_c544,4.0
r108_c545,5.0
r185_c545,4.0
r330_c545,4.0
r351_c545,3.0
r360_c545,4.0
r565_c545,3.0
r695_c545,3.0
r808_c545,3.0
r869_c545,3.0
r1166_c545,4.0
r1204_c545,5.0
r1476_c545,4.0
r1479_c545,2.0
r1558_c545,5.0
r1713_c545,5.0
r2021_c545,2.0
r2094_c545,4.0
r2363_c545,5.0
r2565_c545,3.0
r2703_c545,4.0
r2813_c545,5.0
r2873_c545,5.0
r3071_c545,2.0
r3087_c545,5.0
r3170_c545,5.0
r3364_c545,4.0
r3409_c545,2.0
r3433_c545,5.0
r3479_c545,5.0
r3528_c545,2.0
r3545_c545,3.0
r3664_c545,2.0
r3741_c545,4.0
r3819_c545,5.0
r3838_c545,5.0
r3893_c545,3.0
r4158_c545,5.0
r4274_c545,5.0
r4518_c545,4.0
r4523_c545,4.0
r4753_c545,3.0
r4802_c545,5.0
r4925_c545,3.0
r4936_c545,5.0
r4957_c545,4.0
r5277_c545,4.0
r5413_c545,3.0
r5468_c545,4.0
r5671_c545,4.0
r5751_c545,4.0
r5759_c545,5.0
r5767_c545,5.0
r5812_c545,5.0
r5972_c545,4.0
r6067_c545,3.0
r6226_c545,4.0
r6262_c545,1.0
r6339_c545,5.0
r6445_c545,4.0
r6767_c545,3.0
r6839_c545,3.0
r6868_c545,4.0
r6993_c545,3.0
r7190_c545,5.0
r7221_c545,2.0
r7291_c545,4.0
r7407_c545,3.0
r7409_c545,5.0
r7410_c545,3.0
r7646_c545,2.0
r7683_c545,5.0
r7718_c545,3.0
r7837_c545,4.0
r7844_c545,5.0
r7886_c545,3.0
r8125_c545,4.0
r8155_c545,4.0
r8159_c545,3.0
r8452_c545,4.0
r8517_c545,4.0
r8544_c545,5.0
r8644_c545,5.0
r8935_c545,1.0
r9037_c545,2.0
r9040_c545,3.0
r9158_c545,4.0
r9227_c545,5.0
r9370_c545,4.0
r9414_c545,5.0
r9761_c545,5.0
r9961_c545,4.0
r97_c546,5.0
r371_c546,5.0
r472_c546,5.0
r537_c546,4.0
r577_c546,3.0
r721_c546,4.0
r786_c546,5.0
r817_c546,4.0
r829_c546,5.0
r886_c546,5.0
r982_c546,4.0
r1094_c546,5.0
r1323_c546,5.0
r1349_c546,5.0
r1380_c546,3.0
r1398_c546,5.0
r1401_c546,3.0
r1431_c546,4.0
r1550_c546,5.0
r1646_c546,4.0
r1862_c546,5.0
r1909_c546,4.0
r1947_c546,5.0
r2134_c546,5.0
r2259_c546,4.0
r2327_c546,4.0
r2409_c546,4.0
r2472_c546,4.0
r2608_c546,5.0
r2701_c546,5.0
r2836_c546,5.0
r2879_c546,4.0
r3125_c546,3.0
r3148_c546,5.0
r3239_c546,4.0
r3241_c546,4.0
r3300_c546,5.0
r3305_c546,5.0
r3317_c546,3.0
r3441_c546,5.0
r3458_c546,4.0
r3766_c546,5.0
r3795_c546,4.0
r3889_c546,4.0
r3899_c546,5.0
r3906_c546,4.0
r3923_c546,5.0
r3934_c546,4.0
r4063_c546,3.0
r4108_c546,5.0
r4176_c546,3.0
r4187_c546,5.0
r4255_c546,5.0
r4284_c546,5.0
r4456_c546,5.0
r4589_c546,3.0
r4678_c546,5.0
r4798_c546,5.0
r4864_c546,5.0
r5110_c546,5.0
r5299_c546,5.0
r5451_c546,5.0
r5476_c546,2.0
r5503_c546,5.0
r5642_c546,5.0
r5671_c546,5.0
r5719_c546,5.0
r5786_c546,5.0
r5788_c546,5.0
r5846_c546,5.0
r5946_c546,5.0
r5953_c546,5.0
r5966_c546,5.0
r6032_c546,5.0
r6109_c546,5.0
r6306_c546,3.0
r6560_c546,5.0
r6572_c546,5.0
r6794_c546,4.0
r6869_c546,5.0
r6899_c546,4.0
r6956_c546,2.0
r6983_c546,5.0
r7006_c546,5.0
r7111_c546,5.0
r7187_c546,4.0
r7231_c546,2.0
r7307_c546,5.0
r7401_c546,5.0
r7406_c546,5.0
r7483_c546,5.0
r7571_c546,5.0
r7748_c546,5.0
r7756_c546,4.0
r7953_c546,5.0
r7978_c546,3.0
r8084_c546,5.0
r8094_c546,5.0
r8160_c546,4.0
r8180_c546,5.0
r8234_c546,4.0
r8236_c546,4.0
r8354_c546,3.0
r8376_c546,5.0
r8405_c546,5.0
r8678_c546,5.0
r9161_c546,5.0
r9172_c546,5.0
r9174_c546,3.0
r9231_c546,4.0
r9234_c546,5.0
r9255_c546,4.0
r9263_c546,4.0
r9285_c546,3.0
r9301_c546,5.0
r9303_c546,5.0
r9305_c546,5.0
r9310_c546,5.0
r9352_c546,5.0
r9525_c546,5.0
r9817_c546,5.0
r9894_c546,4.0
r9950_c546,4.0
r3_c547,3.0
r37_c547,5.0
r164_c547,5.0
r252_c547,4.0
r471_c547,5.0
r646_c547,4.0
r856_c547,5.0
r865_c547,5.0
r958_c547,5.0
r1075_c547,3.0
r1086_c547,4.0
r1118_c547,5.0
r1260_c547,5.0
r1347_c547,2.0
r1428_c547,4.0
r1565_c547,3.0
r1809_c547,3.0
r1833_c547,5.0
r1961_c547,4.0
r2007_c547,3.0
r2073_c547,4.0
r2176_c547,4.0
r2309_c547,5.0
r2324_c547,5.0
r2524_c547,4.0
r2615_c547,5.0
r2800_c547,5.0
r2947_c547,5.0
r3033_c547,5.0
r3055_c547,3.0
r3137_c547,5.0
r3268_c547,5.0
r3350_c547,4.0
r3669_c547,5.0
r3899_c547,5.0
r3908_c547,3.0
r3911_c547,5.0
r3924_c547,4.0
r4084_c547,4.0
r4162_c547,3.0
r4183_c547,5.0
r4275_c547,5.0
r4294_c547,4.0
r4466_c547,5.0
r4468_c547,2.0
r4547_c547,5.0
r4598_c547,2.0
r4807_c547,3.0
r4861_c547,4.0
r4952_c547,2.0
r4997_c547,5.0
r5030_c547,3.0
r5127_c547,4.0
r5142_c547,4.0
r5173_c547,4.0
r5237_c547,5.0
r5242_c547,1.0
r5324_c547,3.0
r5529_c547,4.0
r5649_c547,3.0
r5735_c547,4.0
r5776_c547,3.0
r5803_c547,5.0
r5805_c547,4.0
r5846_c547,5.0
r5967_c547,5.0
r6035_c547,4.0
r6052_c547,5.0
r6093_c547,5.0
r6150_c547,4.0
r6182_c547,4.0
r6190_c547,5.0
r6214_c547,5.0
r6303_c547,4.0
r6327_c547,4.0
r6439_c547,5.0
r6453_c547,2.0
r6512_c547,5.0
r6521_c547,4.0
r6653_c547,4.0
r6661_c547,5.0
r6690_c547,5.0
r6801_c547,4.0
r6819_c547,4.0
r6820_c547,3.0
r6838_c547,5.0
r6844_c547,4.0
r6899_c547,4.0
r6912_c547,3.0
r6941_c547,5.0
r6974_c547,3.0
r7003_c547,4.0
r7096_c547,3.0
r7248_c547,1.0
r7329_c547,4.0
r7497_c547,1.0
r7511_c547,3.0
r7648_c547,4.0
r7709_c547,5.0
r7760_c547,5.0
r7769_c547,5.0
r8120_c547,5.0
r8165_c547,3.0
r8268_c547,3.0
r8374_c547,5.0
r8449_c547,5.0
r8457_c547,5.0
r8616_c547,4.0
r8660_c547,3.0
r8706_c547,1.0
r8715_c547,4.0
r8733_c547,5.0
r8874_c547,3.0
r8908_c547,4.0
r8931_c547,4.0
r8981_c547,5.0
r8982_c547,5.0
r9111_c547,5.0
r9177_c547,5.0
r9184_c547,5.0
r9217_c547,4.0
r9265_c547,4.0
r9362_c547,5.0
r9460_c547,5.0
r9497_c547,5.0
r9607_c547,5.0
r9790_c547,3.0
r9937_c547,4.0
r9960_c547,5.0
r9_c548,4.0
r134_c548,3.0
r229_c548,4.0
r812_c548,3.0
r1124_c548,5.0
r1289_c548,4.0
r1574_c548,3.0
r2459_c548,4.0
r2742_c548,5.0
r2774_c548,3.0
r2944_c548,3.0
r3076_c548,4.0
r3551_c548,3.0
r3703_c548,4.0
r3925_c548,4.0
r3928_c548,4.0
r3980_c548,2.0
r3981_c548,4.0
r4424_c548,4.0
r4859_c548,3.0
r4928_c548,4.0
r5052_c548,5.0
r5160_c548,4.0
r5274_c548,4.0
r5378_c548,5.0
r5380_c548,3.0
r5689_c548,5.0
r5968_c548,4.0
r6175_c548,5.0
r6203_c548,4.0
r6273_c548,4.0
r6409_c548,4.0
r6754_c548,4.0
r7054_c548,4.0
r7662_c548,4.0
r7828_c548,4.0
r7949_c548,2.0
r8066_c548,5.0
r8173_c548,5.0
r8200_c548,5.0
r8299_c548,3.0
r8625_c548,4.0
r9069_c548,3.0
r67_c549,2.0
r81_c549,5.0
r261_c549,1.0
r325_c549,4.0
r385_c549,4.0
r557_c549,3.0
r596_c549,2.0
r742_c549,5.0
r1006_c549,3.0
r1320_c549,3.0
r1423_c549,1.0
r1847_c549,5.0
r1938_c549,5.0
r2985_c549,5.0
r3113_c549,5.0
r3170_c549,4.0
r3228_c549,3.0
r3353_c549,5.0
r3750_c549,3.0
r4164_c549,5.0
r4385_c549,4.0
r4635_c549,2.0
r4993_c549,4.0
r5702_c549,5.0
r5870_c549,2.0
r5908_c549,4.0
r5926_c549,3.0
r5986_c549,3.0
r6112_c549,2.0
r6513_c549,5.0
r6661_c549,5.0
r6675_c549,4.0
r7017_c549,5.0
r7192_c549,3.0
r7210_c549,4.0
r7308_c549,4.0
r7472_c549,5.0
r7516_c549,2.0
r7927_c549,3.0
r8020_c549,3.0
r8393_c549,2.0
r8489_c549,1.0
r8579_c549,5.0
r8742_c549,4.0
r8748_c549,4.0
r9007_c549,3.0
r9517_c549,4.0
r9532_c549,3.0
r9571_c549,4.0
r9827_c549,2.0
r9883_c549,4.0
r9896_c549,4.0
r172_c550,5.0
r283_c550,4.0
r681_c550,4.0
r726_c550,3.0
r869_c550,3.0
r1380_c550,4.0
r1421_c550,5.0
r1569_c550,4.0
r1788_c550,3.0
r1861_c550,5.0
r1892_c550,3.0
r1936_c550,4.0
r1998_c550,5.0
r2002_c550,1.0
r2266_c550,4.0
r2454_c550,4.0
r2476_c550,4.0
r2492_c550,1.0
r2569_c550,4.0
r2899_c550,4.0
r3229_c550,4.0
r3244_c550,3.0
r3668_c550,3.0
r3863_c550,5.0
r3920_c550,5.0
r4140_c550,4.0
r4201_c550,3.0
r4205_c550,4.0
r4309_c550,5.0
r4568_c550,3.0
r4636_c550,4.0
r4769_c550,3.0
r4937_c550,5.0
r5130_c550,4.0
r5293_c550,3.0
r5484_c550,4.0
r5766_c550,2.0
r5901_c550,1.0
r6959_c550,4.0
r7197_c550,5.0
r7229_c550,2.0
r7667_c550,3.0
r7853_c550,5.0
r7865_c550,5.0
r7917_c550,3.0
r8019_c550,3.0
r8068_c550,4.0
r8267_c550,5.0
r8301_c550,4.0
r8305_c550,4.0
r8363_c550,4.0
r8379_c550,4.0
r8581_c550,4.0
r8670_c550,3.0
r8728_c550,3.0
r8813_c550,5.0
r8840_c550,4.0
r8874_c550,4.0
r8929_c550,3.0
r9137_c550,4.0
r9511_c550,3.0
r50_c551,1.0
r129_c551,4.0
r172_c551,3.0
r437_c551,3.0
r484_c551,5.0
r608_c551,3.0
r663_c551,2.0
r703_c551,3.0
r972_c551,3.0
r1096_c551,5.0
r1116_c551,3.0
r1280_c551,4.0
r1411_c551,4.0
r1413_c551,4.0
r1422_c551,5.0
r1845_c551,4.0
r2002_c551,5.0
r2084_c551,5.0
r2166_c551,5.0
r2194_c551,3.0
r2303_c551,3.0
r2398_c551,5.0
r2627_c551,3.0
r2706_c551,4.0
r2826_c551,3.0
r3023_c551,4.0
r3060_c551,3.0
r3094_c551,3.0
r3300_c551,4.0
r3302_c551,2.0
r3326_c551,4.0
r3526_c551,3.0
r3538_c551,4.0
r3591_c551,3.0
r3896_c551,1.0
r4027_c551,3.0
r4517_c551,3.0
r4582_c551,1.0
r4677_c551,3.0
r4819_c551,4.0
r4886_c551,5.0
r4963_c551,3.0
r5152_c551,3.0
r5206_c551,4.0
r5255_c551,5.0
r5380_c551,3.0
r5402_c551,1.0
r5404_c551,3.0
r5676_c551,1.0
r5689_c551,5.0
r5993_c551,5.0
r6092_c551,5.0
r6442_c551,2.0
r6472_c551,5.0
r6475_c551,4.0
r6521_c551,3.0
r6648_c551,5.0
r6769_c551,5.0
r6868_c551,4.0
r6907_c551,4.0
r6936_c551,4.0
r7062_c551,3.0
r7385_c551,1.0
r7480_c551,4.0
r7553_c551,5.0
r7560_c551,3.0
r7721_c551,3.0
r7817_c551,3.0
r7907_c551,5.0
r7969_c551,3.0
r7973_c551,1.0
r7975_c551,4.0
r8108_c551,5.0
r8136_c551,4.0
r8173_c551,4.0
r8425_c551,5.0
r8449_c551,4.0
r8503_c551,5.0
r8554_c551,5.0
r8742_c551,4.0
r9036_c551,5.0
r9126_c551,5.0
r9186_c551,4.0
r9192_c551,3.0
r9236_c551,4.0
r9262_c551,3.0
r9273_c551,3.0
r9287_c551,3.0
r9460_c551,5.0
r9546_c551,5.0
r9672_c551,3.0
r9726_c551,3.0
r9738_c551,4.0
r9758_c551,3.0
r9837_c551,1.0
r9854_c551,4.0
r9901_c551,3.0
r9967_c551,3.0
r9980_c551,3.0
r372_c552,4.0
r457_c552,3.0
r888_c552,2.0
r1114_c552,3.0
